,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
northern_africa,-1.1687429,-0.46000108,0.19125046,0.25326866,0.3626538,-0.8154581,-0.7284086,-0.4002128,-0.31102696,1.4210249,1.268139,-1.4584247,0.3168429,1.2303888,1.8335718,0.5277537
western_europe,-1.2227101,-0.39852527,1.2958964,-1.2540169,0.093391225,-0.5654412,-0.17745721,0.60109764,-0.022106193,1.8143072,-0.0792725,-0.6319546,0.32891622,0.6938936,1.4099368,0.6539853
san_marino,-0.6183899,-0.35470563,0.10543335,-1.119094,0.58502257,-0.33193833,-0.66622263,0.40455416,-0.5081141,1.7215319,-0.0104455305,-0.72605795,1.3666323,1.2112817,2.2439537,1.2044986
panama,-0.6820458,-0.51429826,0.6296249,-1.197608,1.6094614,-0.5407098,-0.6859069,-0.5113704,-0.52875215,1.2549441,0.40530682,-0.51110893,1.9345989,1.4232879,1.4530864,0.5455216
south-eastern_asia,-1.777809,-0.3791248,0.19254379,-1.2442929,0.27907208,-0.5140713,-0.59589404,0.34354076,-0.08419112,1.13524,0.45007485,-0.3795566,0.15270102,0.48655096,1.2132472,0.5267795
anguilla,-1.328154,-0.45089445,0.8598877,-1.0399531,-1.5438923,-0.88752025,-0.42317235,0.3700427,-0.41366175,1.8406895,0.35123244,-0.93215847,-0.13019033,1.7124715,2.7083883,1.4529434
southern_asia,-1.6481506,-0.18140967,0.121385686,-1.0325669,0.52080786,-0.41261622,-0.5852623,0.5114076,-0.009978498,1.255517,0.70489645,-0.2937802,0.2885146,1.1551178,1.4934362,0.65222996
greenland,-1.3102325,-0.3353485,-0.04277323,-1.4652305,0.1419569,-0.59791857,-0.3154465,-0.008533885,-0.1337478,1.513803,0.28784797,-0.7163679,1.4014164,1.1549226,2.106268,1.0344857
africa,-1.0747195,-0.14326143,-0.25138855,-0.87124294,0.36868393,-0.34689733,-0.05682347,-0.19064203,-0.059153743,0.8814377,0.8343616,-0.22163163,0.27281412,0.26661468,0.671679,-0.011279482
americas,-0.82285136,0.06580098,0.7061436,-0.62773985,0.49970105,-0.16421978,0.03008859,-0.28872845,0.017636703,0.6516993,0.3362336,-0.2658874,0.4134856,0.24984406,0.8576865,-0.08810641
asia,-1.0991875,-0.1370717,-0.02626165,-1.1465687,0.30130076,-0.22615974,-0.21062379,0.32354847,-0.019960815,0.59762627,0.3272997,-0.045825165,0.19767398,0.33254066,0.7483323,0.20712064
oceania,-1.1372716,0.020138625,0.76628196,-0.602664,0.094069265,0.20243756,-0.012728751,0.15545762,0.06590019,0.73511267,0.52012116,-0.32471138,-0.011292538,0.5866455,1.260158,0.37714437
europe,-0.6763274,0.09471483,2.4417417,-0.9105681,0.29541144,-0.16016175,-0.05316361,-0.17454544,-0.13141571,1.2212207,-0.20059481,-0.06789053,0.15626527,0.41428772,0.7060935,-0.035965875
